"PATHWAY SORTORDER","BIOCHEMICAL","SUPER PATHWAY","SUB PATHWAY","COMP ID","PLATFORM","CHEMICAL ID","RI","MASS","PUBCHEM","CAS","KEGG","Group                 HMDB"
"60","S-1-pyrroline-5-carboxylate","Amino Acid","Glutamate Metabolism","42370","LC/MS Pos Early","35","1528","114.05500000000001","1196","2906-39-0","C04322","HMDB01301"
"4445","saccharin","Xenobiotics","Food Component/Plant","21151","LC/MS Neg","100000870","2000","181.99170000000001","5143","81-07-2","D01085","HMDB29723"
"112","saccharopine","Amino Acid","Lysine Metabolism","1495","LC/MS Pos Early","392","2530","277.13940000000002","160556","997-68-2","C00449","HMDB00279"
"375","S-adenosylhomocysteine (SAH)","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","42382","LC/MS Neg","197","1832.4","383.11430000000001","439155","979-92-0","C00021","HMDB00939"
"5038","salicylate","Xenobiotics","Drug - Topical Agents","1515","LC/MS Polar","501","802","137.02420000000001","338","69-72-7","C00805","HMDB01895"
"4702","salicyluric glucuronide*","Xenobiotics","Drug - Analgesics, Anesthetics","33384","LC/MS Neg","100001332","1463","370.07799999999997",NA,NA,NA,NA
"4448","S-allylcysteine","Xenobiotics","Food Component/Plant","43239","LC/MS Pos Early","100004509","2690","162.0583","98280","21593-77-1",NA,"HMDB34323"
"4","sarcosine","Amino Acid","Glycine, Serine and Threonine Metabolism","1516","LC/MS Pos Early","1023","1280","90.055000000000007","1088","107-97-1","C00213","HMDB00271"
"5066","S-carboxymethyl-L-cysteine","Xenobiotics","Drug - Other","47897","LC/MS Pos Early","100002324","1490","180.0325","1080","638-23-3","C03727","HMDB29415"
"1486","sebacate (C10-DC)","Lipid","Fatty Acid, Dicarboxylate","32398","LC/MS Neg","100001211","1788","201.11320000000001","5192","111-20-6","C08277","HMDB00792"
"1123","sedoheptulose","Carbohydrate","Pentose Metabolism","53237","LC/MS Polar","100002619","2255","209.0667","5459879","3019-74-7",NA,"HMDB03219"
"9","serine","Amino Acid","Glycine, Serine and Threonine Metabolism","1648","LC/MS Polar","503","2988","104.03530000000001","5951","56-45-1","C00065","HMDB00187"
"253","serotonin","Amino Acid","Tryptophan Metabolism","2342","LC/MS Pos Early","504","2550","177.10220000000001","5202","153-98-0","C00780","HMDB00259"
"4984","sertraline","Xenobiotics","Drug - Psychoactive","39757","LC/MS Pos Late","100002804","1070","306.08109999999999","68617","79559-97-0","C07246","HMDB05010"
"385","S-methylcysteine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","39592","LC/MS Polar","100002749","1942","134.02809999999999","24417","1187-84-4",NA,"HMDB02108"
"386","S-methylcysteine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","43378","LC/MS Pos Early","100002927","900","152.0376","82142","6853-87-8",NA,"HMDB29432"
"367","S-methylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","38127","LC/MS Pos Early","100002183","2555","164.07400000000001","458","582174","C05319","HMDB38670"
"457","spermidine","Amino Acid","Polyamine Metabolism","485","LC/MS Pos Early","50","3355","146.1652","1102","124-20-9","C00315","HMDB01257"
"462","spermine","Amino Acid","Polyamine Metabolism","603","LC/MS Pos Late","507","758","203.22300000000001","1103","71-44-3","C00750","HMDB01256"
"2654","sphingadienine","Lipid","Sphingolipid Synthesis","57426","LC/MS Pos Late","100015643","1350","298.27409999999998","6449795","25696-03-1",NA,NA
"2652","sphinganine","Lipid","Sphingolipid Synthesis","17769","LC/MS Pos Late","313","1413","302.30540000000002","3126","3102-56-5","C00836","HMDB00269"
"2653","sphinganine-1-phosphate","Lipid","Sphingolipid Synthesis","52605","LC/MS Pos Late","100001876","1431","382.27170000000001","520","19794-97-9",NA,"HMDB01383"
"2756","sphingomyelin (d17:1/14:0, d16:1/15:0)*","Lipid","Sphingomyelins","62152","LC/MS Pos Late","100020276","1950","661.52790000000005",NA,NA,NA,NA
"2759","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","Lipid","Sphingomyelins","52433","LC/MS Pos Late","100006314","2082","689.55920000000003",NA,"121999-58-4",NA,NA
"2760","sphingomyelin (d17:2/16:0, d18:2/15:0)*","Lipid","Sphingomyelins","57483","LC/MS Pos Late","100015793","1837","687.54359999999997",NA,NA,NA,NA
"2745","sphingomyelin (d18:0/18:0, d19:0/17:0)*","Lipid","Dihydrosphingomyelins","57473","LC/MS Pos Late","100009027","2362","733.62180000000001",NA,NA,NA,"HMDB12087"
"2746","sphingomyelin (d18:0/20:0, d16:0/22:0)*","Lipid","Dihydrosphingomyelins","57476","LC/MS Pos Late","100015786","2600","761.65309999999999",NA,NA,NA,NA
"2757","sphingomyelin (d18:1/14:0, d16:1/16:0)*","Lipid","Sphingomyelins","42463","LC/MS Pos Late","100004328","1998","675.54359999999997","11433862",NA,NA,"HMDB12097"
"2762","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","Lipid","Sphingomyelins","52615","LC/MS Pos Late","100008920","2312","717.59050000000002",NA,"121999-64-2",NA,NA
"2763","sphingomyelin (d18:1/18:1, d18:2/18:0)","Lipid","Sphingomyelins","37529","LC/MS Pos Late","100002106","2167","729.59050000000002","6443882","108392-10-5",NA,"HMDB12101"
"2764","sphingomyelin (d18:1/19:0, d19:1/18:0)*","Lipid","Sphingomyelins","57475","LC/MS Pos Late","100015787","2330","745.62180000000001",NA,NA,NA,NA
"2765","sphingomyelin (d18:1/20:0, d16:1/22:0)*","Lipid","Sphingomyelins","48490","LC/MS Pos Late","100006290","2685","759.63750000000005",NA,NA,NA,"HMDB12102"
"2766","sphingomyelin (d18:1/20:1, d18:2/20:0)*","Lipid","Sphingomyelins","48491","LC/MS Pos Late","100006292","2383","757.62180000000001",NA,"222403-67-0",NA,NA
"2767","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","Lipid","Sphingomyelins","57481","LC/MS Pos Late","100006293","2039","755.60619999999994",NA,NA,NA,NA
"2768","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Lipid","Sphingomyelins","52495","LC/MS Pos Late","100009025","2793","773.65309999999999",NA,NA,NA,NA
"2770","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","Lipid","Sphingomyelins","48493","LC/MS Pos Late","100006295","2666","785.65309999999999",NA,NA,NA,"HMDB12104"
"2771","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","Lipid","Sphingomyelins","57477","LC/MS Pos Late","100006296","2209","783.63750000000005",NA,NA,NA,NA
"2773","sphingomyelin (d18:1/24:1, d18:2/24:0)*","Lipid","Sphingomyelins","47153","LC/MS Pos Late","100005986","3033","813.68439999999998",NA,"94359-13-4",NA,"HMDB12107"
"2775","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","Lipid","Sphingomyelins","57478","LC/MS Pos Late","100015792","3500","829.71569999999997",NA,NA,NA,NA
"2758","sphingomyelin (d18:2/14:0, d18:1/14:1)*","Lipid","Sphingomyelins","47154","LC/MS Pos Late","100005985","1860","673.52790000000005",NA,NA,NA,NA
"2761","sphingomyelin (d18:2/16:0, d18:1/16:1)*","Lipid","Sphingomyelins","42459","LC/MS Pos Late","100004329","2002","701.55920000000003",NA,NA,NA,NA
"2753","sphingomyelin (d18:2/18:1)*","Lipid","Sphingomyelins","57474","LC/MS Pos Late","100015788","1904","727.57489999999996",NA,NA,NA,NA
"2769","sphingomyelin (d18:2/21:0, d16:2/23:0)*","Lipid","Sphingomyelins","57480","LC/MS Pos Late","100015790","2330","771.63750000000005",NA,NA,NA,NA
"2772","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Lipid","Sphingomyelins","52435","LC/MS Pos Late","100008956","2845","799.66869999999994",NA,NA,NA,NA
"2754","sphingomyelin (d18:2/23:1)*","Lipid","Sphingomyelins","57482","LC/MS Pos Late","100015791","2315","797.65309999999999",NA,NA,NA,NA
"2774","sphingomyelin (d18:2/24:1, d18:1/24:2)*","Lipid","Sphingomyelins","52437","LC/MS Pos Late","100008957","2635","811.66869999999994",NA,NA,NA,NA
"2755","sphingomyelin (d18:2/24:2)*","Lipid","Sphingomyelins","57479","LC/MS Pos Late","100015789","2215","809.65309999999999",NA,NA,NA,NA
"2803","sphingosine","Lipid","Sphingosines","17747","LC/MS Pos Late","297","1393","300.28969999999998","5353955","123-78-4","C00319","HMDB00252"
"2805","sphingosine 1-phosphate","Lipid","Sphingosines","34445","LC/MS Polar","100000626","1850","378.24149999999997","5283560","26993-30-6","C06124","HMDB00277"
"4465","stachydrine","Xenobiotics","Food Component/Plant","34384","LC/MS Pos Early","100001296","1440","144.1019","115244","4136-37-2","C10172","HMDB04827"
"1327","stearate (18:0)","Lipid","Long Chain Saturated Fatty Acid","1358","LC/MS Neg","439","5872","283.26429999999999","5281","57-11-4","C01530","HMDB00827"
"1366","stearidonate (18:4n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","33969","LC/MS Neg","100001229","5395","275.20170000000002","5312508","111174-40-4","C16300","HMDB06547"
"2749","stearoyl sphingomyelin (d18:1/18:0)","Lipid","Sphingomyelins","19503","LC/MS Pos Late","1538","2400","731.60619999999994","6453725","85187-10-6;85187-10-6","C00550","HMDB01348"
"2593","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","Lipid","Diacylglycerol","57450","LC/MS Pos Late","100010949","3404","662.57180000000005",NA,NA,NA,NA
"2594","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","Lipid","Diacylglycerol","57449","LC/MS Pos Late","100010950","3522","662.57180000000005",NA,NA,NA,NA
"1624","stearoylcarnitine (C18)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","34409","LC/MS Pos Late","100001391","1485","428.3734","6426855","18822-91-8",NA,"HMDB00848"
"1693","stearoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)","57464","LC/MS Pos Late","100015759","1520","370.36799999999999",NA,NA,NA,NA
"1481","suberate (C8-DC)","Lipid","Fatty Acid, Dicarboxylate","15730","LC/MS Polar","100000016","2577.6","173.08189999999999","10457","505-48-6","C08278","HMDB00893"
"1664","suberoylcarnitine (C8-DC)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)","52990","LC/MS Pos Early","100006627","2964","318.19110000000001",NA,NA,NA,NA
"1274","succinate","Energy","TCA Cycle","1437","LC/MS Neg","252","603","117.0193","1110","110-15-6","C00042","HMDB00254"
"5224","succinimide","Xenobiotics","Chemical","41888","LC/MS Polar","100003696","2155","116.03530000000001","11439","123-56-8","C07273",NA
"1273","succinylcarnitine (C4)","Energy","TCA Cycle","37058","LC/MS Pos Early","100001948","2291","262.12849999999997","71464481","256928-74-2",NA,"HMDB61717"
"1157","sucrose","Carbohydrate","Disaccharides and Oligosaccharides","1519","LC/MS Neg","935","865","341.10890000000001","5988","57-50-1","C00089","HMDB00258"
"4424","sulfate of piperine metabolite C16H19NO3 (2)*","Xenobiotics","Food Component/Plant","62295","LC/MS Neg","100020496","4112","352.08600000000001",NA,NA,NA,NA
"4425","sulfate of piperine metabolite C16H19NO3 (3)*","Xenobiotics","Food Component/Plant","62296","LC/MS Neg","100020497","4200","352.08600000000001",NA,NA,NA,NA
"5116","sulfate*","Xenobiotics","Chemical","46960","LC/MS Neg","100002528","616","96.960099999999997","1118","14808-79-8","C00059","HMDB01448"
"4473","tartarate","Xenobiotics","Food Component/Plant","15336","LC/MS Neg","100000295","615.29999999999995","149.00919999999999","444305","87-69-4;6106-24-7","C00898","HMDB00956"
"4602","tartronate (hydroxymalonate)","Xenobiotics","Food Component/Plant","20693","LC/MS Neg","100000840","610","118.9986","45","80-69-3","C02287","HMDB35227"
"398","taurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","2125","LC/MS Pos Early","512","660","126.02200000000001","1123","107-35-7","C00245","HMDB00251"
"3051","tauro-beta-muricholate","Lipid","Primary Bile Acid Metabolism","33983","LC/MS Neg","100001250","4774","514.28440000000001","168408","25696-60-0",NA,"HMDB00932"
"3047","taurochenodeoxycholate","Lipid","Primary Bile Acid Metabolism","18494","LC/MS Neg","1629","5250","498.28949999999998","387316","6009-98-9","C05465","HMDB00951"
"3110","taurochenodeoxycholic acid 3-sulfate","Lipid","Secondary Bile Acid Metabolism","62890","LC/MS Neg","100021093","4809","288.61950000000002",NA,NA,NA,"HMDB02486"
"3044","taurocholate","Lipid","Primary Bile Acid Metabolism","18497","LC/MS Neg","1648","5150","514.28440000000001","6675","145-42-6","C05122","HMDB00036"
"3105","taurocholenate sulfate*","Lipid","Secondary Bile Acid Metabolism","32807","LC/MS Neg","100001990","4750","279.61419999999998",NA,NA,NA,NA
"3068","taurodeoxycholate","Lipid","Secondary Bile Acid Metabolism","12261","LC/MS Neg","1668","5257.4","498.28949999999998","2733768","207737-97-1","C05463","HMDB00896"
"3069","taurodeoxycholic acid 3-sulfate","Lipid","Secondary Bile Acid Metabolism","62889","LC/MS Neg","100006644","4850","288.61950000000002",NA,NA,NA,NA
"3096","taurohyocholate*","Lipid","Secondary Bile Acid Metabolism","42603","LC/MS Neg","100004084","5000","514.28440000000001",NA,NA,NA,NA
"3080","taurolithocholate 3-sulfate","Lipid","Secondary Bile Acid Metabolism","36850","LC/MS Neg","100001658","5027","280.62209999999999","440071","64936-83-0","C03642","HMDB02580"
"3088","tauroursodeoxycholic acid sulfate (1)","Lipid","Secondary Bile Acid Metabolism","62784","LC/MS Neg","100020844","4325","288.61950000000002",NA,NA,NA,NA
"2993","testosterone sulfate","Lipid","Androgenic Steroids","35668","LC/MS Neg","100001548","4600","367.1585","119207","651-45-6",NA,"HMDB02833"
"1359","tetradecadienoate (14:2)*","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","62850","LC/MS Neg","100020343","5292","223.1704","5312409","39039-37-7",NA,"HMDB00560"
"1494","tetradecanedioate (C14)","Lipid","Fatty Acid, Dicarboxylate","35669","LC/MS Neg","100001613","3985","257.17579999999998","13185","821-38-5",NA,"HMDB00872"
"4474","theanine","Xenobiotics","Food Component/Plant","22206","LC/MS Pos Early","100000784","2180","175.10769999999999","439378","3081-61-6","C01047","HMDB34365"
"4083","theobromine","Xenobiotics","Xanthine Metabolism","18392","LC/MS Pos Early","100000445","1600","181.072","5429","83-67-0","C07480","HMDB02825"
"4084","theophylline","Xenobiotics","Xanthine Metabolism","18394","LC/MS Pos Early","100000437","1870","181.072","2153","58-55-9","C07130","HMDB01889"
"5257","thioproline","Xenobiotics","Chemical","53231","LC/MS Pos Early","100009232","1250","134.02699999999999","93176","34592-47-4",NA,NA
"3894","threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","27738","LC/MS Polar","100001022","2384","135.0299","151152","70753-61-6","C01620","HMDB00943"
"16","threonine","Amino Acid","Glycine, Serine and Threonine Metabolism","1284","LC/MS Pos Early","564","1514","120.0655","6288","72-19-5","C00188","HMDB00167"
"883","threonylphenylalanine","Peptide","Dipeptide","31530","LC/MS Neg","100001125","2322","265.11939999999998","4099799","16875-27-7",NA,"HMDB29068"
"4477","thymol sulfate","Xenobiotics","Food Component/Plant","36095","LC/MS Neg","100001757","4410","229.054",NA,"89-83-8","C09908","HMDB01878"
"218","thyroxine","Amino Acid","Tyrosine Metabolism","2761","LC/MS Neg","1094","4808","775.67939999999999","5819","51-48-9","C01829","HMDB01918"
"337","tigloylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1598","LC/MS Pos Early","1161","1926","158.0812","6441567","35842-45-6",NA,"HMDB00959"
"336","tiglyl carnitine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","35428","LC/MS Pos Early","100001597","2962","244.15430000000001","22833596","64191-86-2",NA,"HMDB02366"
"432","hydroxyproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","32306","LC/MS Polar","1001","2845.5","130.05099999999999","5810","51-35-4","C01157","HMDB00725"
"73","trans-urocanate","Amino Acid","Histidine Metabolism","607","LC/MS Pos Early","537","2285","139.05019999999999","736715","104-98-3","C00785","HMDB00301"
"4770","triclosan sulfate","Xenobiotics","Drug - Antibiotic","62732","LC/MS Neg","100020610","5118","366.90069999999997",NA,NA,NA,"HMDB61387"
"2751","tricosanoyl sphingomyelin (d18:1/23:0)*","Lipid","Sphingomyelins","52436","LC/MS Pos Late","100008955","3200","801.68439999999998",NA,NA,NA,"HMDB12105"
"1493","tridecenedioate (C13:1-DC)*","Lipid","Fatty Acid, Dicarboxylate","62919","LC/MS Neg","100002199","3051","241.14449999999999",NA,NA,NA,NA
"3870","trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","32401","LC/MS Pos Early","100001092","1388","138.05500000000001","5570","535-83-1","C01004","HMDB00875"
"1946","trimethylamine N-oxide","Lipid","Phospholipid Metabolism","40406","LC/MS Pos Early","100003397","2100","76.075699999999998","1145","1184-78-7","C01104","HMDB00925"
"223","tryptophan","Amino Acid","Tryptophan Metabolism","54","LC/MS Pos Early","565","2986","205.09719999999999","6305","73-22-3","C00078","HMDB00929"
"232","tryptophan betaine","Amino Acid","Tryptophan Metabolism","37097","LC/MS Pos Early","100001743","2673","247.14410000000001","442106","20671-76-5","C09213","HMDB61115"
"202","tyramine O-sulfate","Amino Acid","Tyrosine Metabolism","48408","LC/MS Neg","100006092","1565","216.03360000000001","153005","30223-92-8",NA,"HMDB06409"
"148","tyrosine","Amino Acid","Tyrosine Metabolism","1299","LC/MS Pos Early","815","2430","182.0812","6057","60-18-4","C00082","HMDB00158"
"4521","umbelliferone sulfate","Xenobiotics","Food Component/Plant","48674","LC/MS Neg","100006282","2440","240.9812","129659","69526-88-1",NA,NA
"1487","undecanedioate (C11-DC)","Lipid","Fatty Acid, Dicarboxylate","42395","LC/MS Neg","100001617","2440","215.12889999999999","15816","1852-04-6",NA,"HMDB00888"
"1317","undecanoate (11:0)","Lipid","Medium Chain Fatty Acid","12067","LC/MS Neg","889","5219.2","185.15469999999999","8180","334-48-5","C17715","HMDB00947"
"3776","uracil","Nucleotide","Pyrimidine Metabolism, Uracil containing","605","LC/MS Polar","825","1089.7","111.02","1174","66-22-8","C00106","HMDB00300"
"3692","urate","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","1604","LC/MS Neg","1134","757.1","167.02109999999999","1175","69-93-2;120K5305","C00366","HMDB00289"
"407","urea","Amino Acid","Urea cycle; Arginine and Proline Metabolism","1670","LC/MS Pos Early","533","700","121.072","1176","57-13-6","C00086","HMDB00294"
"3775","uridine","Nucleotide","Pyrimidine Metabolism, Uracil containing","606","LC/MS Neg","535","1457.6","243.06229999999999","6029","58-96-8","C00299","HMDB00296"
"3082","ursodeoxycholate","Lipid","Secondary Bile Acid Metabolism","1605","LC/MS Neg","1135","5055","391.28539999999998","31401","128-13-2","C07880","HMDB00946"
"1309","valerate (5:0)","Lipid","Short Chain Fatty Acid","33443","LC/MS Neg","1136","1718","101.0608","7991","109-52-4","C00803","HMDB00892"
"348","valine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1649","LC/MS Pos Early","566","2479","118.08629999999999","6287","72-18-4","C00183","HMDB00883"
"928","valylglycine","Peptide","Dipeptide","40475","LC/MS Neg","100003641","1506","173.0932","136487","686-43-1",NA,"HMDB29127"
"931","valylleucine","Peptide","Dipeptide","39994","LC/MS Pos Early","100003210","3138","231.1703","352039","22906-55-4",NA,"HMDB29131"
"4750","vancomycin","Xenobiotics","Drug - Antibiotic","39798","LC/MS Pos Early","100002992","3011","724.72239999999999","14969","123409-00-7",NA,NA
"177","vanillactate","Amino Acid","Tyrosine Metabolism","54910","LC/MS Neg","100006129","1625","211.06120000000001","160637","2475-56-1",NA,"HMDB00913"
"204","vanillic alcohol sulfate","Amino Acid","Tyrosine Metabolism","48733","LC/MS Neg","100006125","1808","233.01249999999999",NA,"754920-02-0",NA,NA
"178","vanillylmandelate (VMA)","Amino Acid","Tyrosine Metabolism","1567","LC/MS Neg","1111","941","197.04560000000001","1245","55-10-7","C05584","HMDB00291"
"3684","xanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","3147","LC/MS Polar","1004","2023","151.02619999999999","1188","69-89-6","C00385","HMDB00292"
"3686","xanthosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","15136","LC/MS Neg","100000299","1075","283.0684","64959","146-80-5","C01762","HMDB00299"
"244","xanthurenate","Amino Acid","Tryptophan Metabolism","15679","LC/MS Neg","100000015","1476","204.03020000000001","5699","59-007","C02470","HMDB00881"
"1644","ximenoylcarnitine (C26:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","57517","LC/MS Pos Late","100015836","1607","538.48299999999995",NA,NA,NA,NA
"1104","xylose","Carbohydrate","Pentose Metabolism","15581","LC/MS Polar","826","1727","195.05099999999999","135191","609-06-3","C00181","HMDB00098"
"5014","zolpidem","Xenobiotics","Drug - Psychoactive","62976","LC/MS Pos Early","100004174","3346","308.17570000000001",NA,"82626-48-0",NA,NA
NA,"X - 07765",NA,NA,"46590","LC/MS Neg",NA,"3698","245.04839999999999",NA,NA,NA,NA
NA,"X - 11261",NA,NA,"32578","LC/MS Pos Late",NA,"870","286.20080000000002",NA,NA,NA,NA
NA,"X - 11299",NA,NA,"46592","LC/MS Neg",NA,"4886","507.22219999999999",NA,NA,NA,NA
NA,"X - 11308",NA,NA,"46390","LC/MS Neg",NA,"5163","365.2704",NA,NA,NA,NA
NA,"X - 11315",NA,NA,"49592","LC/MS Neg",NA,"1157","128.07149999999999",NA,NA,NA,NA
NA,"X - 11372",NA,NA,"46594","LC/MS Neg",NA,"5319","467.37299999999999",NA,NA,NA,NA
NA,"X - 11378",NA,NA,"46595","LC/MS Neg",NA,"5343","445.3306",NA,NA,NA,NA
NA,"X - 11381",NA,NA,"46347","LC/MS Neg",NA,"1118","184.09819999999999",NA,NA,NA,NA
NA,"X - 11407",NA,NA,"46596","LC/MS Neg",NA,"2108","186.113",NA,NA,NA,NA
NA,"X - 11441",NA,NA,"46360","LC/MS Neg",NA,"3755.8","331.13080000000002",NA,NA,NA,NA
NA,"X - 11442",NA,NA,"46443","LC/MS Neg",NA,"3890","331.13040000000001",NA,NA,NA,NA
NA,"X - 11478",NA,NA,"46602","LC/MS Neg",NA,"4285","165.09209999999999",NA,NA,NA,NA
NA,"X - 11483",NA,NA,"47650","LC/MS Neg",NA,"4449","505.20819999999998",NA,NA,NA,NA
NA,"X - 11491- retired for deoxycholic acid glucuronide",NA,NA,"47651","LC/MS Neg",NA,"4819","567.31880000000001",NA,NA,NA,NA
NA,"X - 11522",NA,NA,"46914","LC/MS Neg",NA,"4760","313.11970000000002",NA,NA,NA,NA
NA,"X - 11530",NA,NA,"46603","LC/MS Neg",NA,"4892","313.11959999999999",NA,NA,NA,NA
NA,"X - 11578",NA,NA,"49690","LC/MS Neg",NA,"4982","459.2593",NA,NA,NA,NA
NA,"X - 11615",NA,NA,"32932","LC/MS Neg",NA,"1536","228.0513",NA,NA,NA,NA
NA,"X - 11787",NA,NA,"33132","LC/MS Pos Early",NA,"2319","148.0968",NA,NA,NA,NA
NA,"X - 11795",NA,NA,"33140","LC/MS Pos Early",NA,"2590","148.0968",NA,NA,NA,NA
NA,"X - 11843",NA,NA,"46466","LC/MS Neg",NA,"2674.6","230.01300000000001",NA,NA,NA,NA
NA,"X - 11847",NA,NA,"46488","LC/MS Neg",NA,"3087","259.00979999999998",NA,NA,NA,NA
NA,"X - 11849",NA,NA,"46607","LC/MS Neg",NA,"3215","266.0179",NA,NA,NA,NA
NA,"X - 11850",NA,NA,"46507","LC/MS Neg",NA,"3176","226.01820000000001",NA,NA,NA,NA
NA,"X - 11852",NA,NA,"46521","LC/MS Neg",NA,"3277.6","232.9949",NA,NA,NA,NA
NA,"X - 11858",NA,NA,"47654","LC/MS Neg",NA,"4414","437.05549999999999",NA,NA,NA,NA
NA,"X - 11880",NA,NA,"46608","LC/MS Neg",NA,"5341","537.41570000000002",NA,NA,NA,NA
NA,"X - 12007",NA,NA,"46610","LC/MS Neg",NA,"1357","222.99199999999999",NA,NA,NA,NA
NA,"X - 12013",NA,NA,"46611","LC/MS Neg",NA,"2066","242.01320000000001",NA,NA,NA,NA
NA,"X - 12026",NA,NA,"47905","LC/MS Neg",NA,"1652","180.0531",NA,NA,NA,NA
NA,"X - 12027",NA,NA,"47510","LC/MS Neg",NA,"2706","242.01300000000001",NA,NA,NA,NA
NA,"X - 12096",NA,NA,"47686","LC/MS Pos Early",NA,"2530","174.12370000000001",NA,NA,NA,NA
NA,"X - 12100",NA,NA,"47687","LC/MS Pos Early",NA,"2650","221.09190000000001",NA,NA,NA,NA
NA,"X - 12101",NA,NA,"47642","LC/MS Pos Early",NA,"2700","164.07390000000001",NA,NA,NA,NA
NA,"X - 12111",NA,NA,"52797","LC/MS Neg",NA,"877","142.05070000000001",NA,NA,NA,NA
NA,"X - 12117",NA,NA,"47695","LC/MS Pos Early",NA,"2366","204.13399999999999",NA,NA,NA,NA
NA,"X - 12127",NA,NA,"47702","LC/MS Pos Early",NA,"2160","226.08170000000001",NA,NA,NA,NA
NA,"X - 12193",NA,NA,"46985","LC/MS Neg",NA,"2360","201.114",NA,NA,NA,NA
NA,"X - 12206 - retired for ascorbic acid 3-sulfate*",NA,NA,"46612","LC/MS Neg",NA,"622","254.98159999999999",NA,NA,NA,NA
NA,"X - 12212 - retired for 4-allylcatechol sulfate",NA,NA,"46358","LC/MS Neg",NA,"3597.7","229.0179",NA,NA,NA,NA
NA,"X - 12216",NA,NA,"46613","LC/MS Neg",NA,"1691","227.9974",NA,NA,NA,NA
NA,"X - 12221",NA,NA,"47911","LC/MS Neg",NA,"1467","203.9975",NA,NA,NA,NA
NA,"X - 12283",NA,NA,"47708","LC/MS Pos Early",NA,"2646","245.0917",NA,NA,NA,NA
NA,"X - 12306",NA,NA,"47917","LC/MS Neg",NA,"2350","247.02850000000001",NA,NA,NA,NA
NA,"X - 12407",NA,NA,"46615","LC/MS Neg",NA,"1873","204.9813",NA,NA,NA,NA
NA,"X - 12411",NA,NA,"46616","LC/MS Neg",NA,"1037","195.0335",NA,NA,NA,NA
NA,"X - 12456",NA,NA,"47639","LC/MS Neg",NA,"4342","427.2165",NA,NA,NA,NA
NA,"X - 12462",NA,NA,"46620","LC/MS Pos Early",NA,"1790","148.0427",NA,NA,NA,NA
NA,"X - 12472 - retired for glutamine conjugate of C6H10O2 (2)*",NA,NA,"49535","LC/MS Pos Early",NA,"2338","243.13339999999999",NA,NA,NA,NA
NA,"X - 12524",NA,NA,"46621","LC/MS Neg",NA,"5780","205.15989999999999",NA,NA,NA,NA
NA,"X - 12543",NA,NA,"47922","LC/MS Neg",NA,"1409","181.05099999999999",NA,NA,NA,NA
NA,"X - 12544",NA,NA,"46510","LC/MS Neg",NA,"3166.9","209.0822",NA,NA,NA,NA
NA,"X - 12680",NA,NA,"47437","LC/MS Pos Early",NA,"2875","229.1293",NA,NA,NA,NA
NA,"X - 12707",NA,NA,"47929","LC/MS Neg",NA,"1196","249.0077",NA,NA,NA,NA
NA,"X - 12726",NA,NA,"47936","LC/MS Neg",NA,"1942","233.0129",NA,NA,NA,NA
NA,"X - 12729",NA,NA,"46623","LC/MS Neg",NA,"2021","227.9973",NA,NA,NA,NA
NA,"X - 12730",NA,NA,"47937","LC/MS Neg",NA,"2048","203.9974",NA,NA,NA,NA
NA,"X - 12738",NA,NA,"47940","LC/MS Neg",NA,"2389","230.99719999999999",NA,NA,NA,NA
